school_id,state,geographic_school_district,children_5_17_saipe_estimate,poverty_saipe_estimate,single_parent_estimate,single_parent_margin_of_error,hhs_with_vulnerable_job_estimate,vulnerable_job_margin_of_error,crowded_conditions_estimate,hh_with_crowded_conditions_margin_of_error,no_computer_or_internet_estimate,no_computer_or_internet_margin_of_error,children_with_disability,children_with_disability_margin_of_error,linguistically_isolated_children,linguistically_isolated_children_margin_of_error
12900,New Jersey,Pequannock Township School District,2410,0.03277990594506264,0.18971791863441467,8%-30%,0.21487827599048615,17%-26%,0.007755695376545191,0%-2%,0.03937823697924614,0%-8%,0.04398340359330177,1%-8%,0,0%-2%
12930,New Jersey,Perth Amboy City School District,10185,0.2434953898191452,0.5423973202705383,48%-60%,0.2959895730018616,27%-32%,0.08077260851860046,7%-10%,0.49733495712280273,43%-56%,0.05321551486849785,4%-7%,0.17574864625930786,14%-21%
12960,New Jersey,Phillipsburg Town School District,2648,0.22007200121879578,0.5150391459465027,41%-62%,0.319469153881073,28%-36%,0.030888697132468224,1%-5%,0.10618679225444794,4%-17%,0.06080060452222824,3%-9%,0.054003022611141205,1%-9%
12990,New Jersey,Pine Hill Borough School District,1646,0.16981132328510284,0.497639924287796,37%-63%,0.23733283579349518,20%-28%,0.005895691458135843,0%-2%,0.06600943207740784,2%-11%,0.06318347156047821,2%-11%,0,0%-2%
13000,New Jersey,Pinelands Regional School District,3981,0.10158121585845947,0.30938586592674255,22%-40%,0.342090368270874,31%-38%,0.00810175109654665,0%-1%,0.060386013239622116,1%-11%,0.05928158760070801,3%-9%,0.006028635893017054,0%-2%
13020,New Jersey,Pine Valley Borough School District,0,0,0,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%,0,0%-100%
13050,New Jersey,Piscataway Township School District,6822,0.07528957724571228,0.2579193413257599,20%-32%,0.21727800369262695,20%-24%,0.044630058109760284,3%-5%,0.08983578532934189,5%-13%,0.04148343577980995,2%-6%,0.014218703843653202,0%-2%
13080,New Jersey,Pitman Borough School District,1436,0.09540636092424393,0.2796992361545563,15%-41%,0.2928471863269806,25%-34%,0.008335813879966736,0%-2%,0.0475669763982296,1%-9%,0.043871864676475525,1%-8%,0,0%-2%
13110,New Jersey,Pittsgrove Township School District,1534,0.09958506375551224,0.3224199414253235,18%-47%,0.2554221451282501,22%-30%,0.004761904943734407,0%-2%,0.04360056295990944,1%-8%,0.10886570811271667,6%-16%,0,0%-2%
13140,New Jersey,Plainfield City School District,8722,0.17673559486865997,0.5636900067329407,52%-61%,0.2962595224380493,27%-32%,0.11331333965063095,9%-13%,0.2895691990852356,23%-35%,0.06053657457232475,4%-8%,0.2655354142189026,23%-30%
13200,New Jersey,Pleasantville City School District,3585,0.28363847732543945,0.6059730052947998,49%-72%,0.49769437313079834,44%-55%,0.06816501915454865,4%-9%,0.1316310316324234,7%-19%,0.03960948437452316,1%-6%,0.11352859437465668,6%-17%
13230,New Jersey,Plumsted Township School District,1406,0.07097457349300385,0.1814759075641632,7%-30%,0.2722761631011963,21%-33%,0.017924528568983078,0%-5%,0.024572649970650673,0%-7%,0.050497867166996,0%-10%,0,0%-2%
13260,New Jersey,Pohatcong Township School District,491,0.08932461589574814,0.22038567066192627,7%-37%,0.27604472637176514,20%-35%,0,0%-2%,0.040816325694322586,0%-9%,0.06109979748725891,1%-12%,0,0%-5%
13290,New Jersey,Point Pleasant Borough School District,2818,0.07352941483259201,0.2276947945356369,17%-29%,0.2550446391105652,22%-29%,0.014428263530135155,0%-3%,0.014893617480993271,0%-3%,0.017388219013810158,0%-3%,0.03087295964360237,0%-8%
13320,New Jersey,Point Pleasant Beach Borough School District,612,0.06041131168603897,0.35583940148353577,17%-54%,0.29667961597442627,24%-36%,0.01753576286137104,0%-4%,0.04329608753323555,0%-10%,0.016339870169758797,0%-5%,0.03921568766236305,0%-11%
13350,New Jersey,Pompton Lakes Borough School District,1585,0.11993146687746048,0.3439878225326538,19%-50%,0.35313883423805237,27%-43%,0.018977733328938484,0%-4%,0.04514363780617714,1%-8%,0.06435330957174301,2%-11%,0.005678233224898577,0%-3%
13380,New Jersey,Port Republic City School District,137,0.0833333358168602,0.10447761416435242,0%-23%,0.2620481848716736,21%-32%,0,0%-7%,0,0%-11%,0.036496348679065704,0%-13%,0,0%-18%
13410,New Jersey,Princeton Public Schools,4557,0.0468347929418087,0.15068165957927704,10%-20%,0.1785528063774109,15%-21%,0.0114239901304245,0%-2%,0.029557522386312485,0%-6%,0.03511082008481026,2%-5%,0.04520517960190773,1%-8%
13470,New Jersey,Prospect Park Borough School District,1202,0.2530413568019867,0.4496336877346039,30%-60%,0.22607384622097015,17%-28%,0.08462013304233551,4%-13%,0.14048165082931519,6%-22%,0.0074875205755233765,0%-3%,0.026622295379638672,0%-6%
13500,New Jersey,Quinton Township School District,446,0.10526315867900848,0.5982658863067627,43%-77%,0.20106761157512665,14%-26%,0,0%-3%,0.14836223423480988,3%-26%,0.0964125543832779,4%-15%,0,0%-5%
13530,New Jersey,Rahway City School District,3832,0.0928143709897995,0.4085826575756073,33%-49%,0.2206040620803833,19%-25%,0.02422238141298294,1%-4%,0.03434986621141434,1%-6%,0.027661794796586037,1%-4%,0.06236951798200607,2%-10%
13560,New Jersey,Ramapo-Indian Hill Regional School District,8053,0.022703086957335472,0.1502024233341217,12%-19%,0.25340408086776733,23%-28%,0.005225342698395252,0%-1%,0.010472258552908897,0%-2%,0.01974419504404068,1%-3%,0.02073761261999607,0%-4%
13590,New Jersey,Ramsey Borough School District,2922,0.026899797841906548,0.04652014747262001,1%-8%,0.2549701929092407,22%-29%,0.010503441095352173,0%-2%,0.00693673687055707,0%-2%,0.0037645448464900255,0%-1%,0.006844626739621162,0%-2%
13620,New Jersey,Rancocas Valley Regional School District,7371,0.05889777094125748,0.264017254114151,21%-32%,0.2422577142715454,22%-26%,0.01043788157403469,0%-2%,0.05943375825881958,3%-9%,0.06986840069293976,5%-9%,0,0%-1%
13650,New Jersey,Randolph Township School District,4764,0.028141101822257042,0.13537505269050598,9%-18%,0.22401247918605804,20%-25%,0.02897268533706665,1%-4%,0.01886482909321785,0%-3%,0.03400503844022751,2%-5%,0.017632242292165756,0%-3%
13680,New Jersey,Hazlet Township School District,3245,0.057533375918865204,0.24933244287967682,18%-32%,0.2559690773487091,22%-29%,0.010511363856494427,0%-2%,0.0019043084466829896,0%-1%,0.05947611853480339,3%-9%,0,0%-1%
13710,New Jersey,Readington Township School District,2195,0.027549823746085167,0.11793214827775955,5%-18%,0.24687686562538147,21%-29%,0.005021869204938412,0%-1%,0.03198433294892311,0%-6%,0.0378132127225399,1%-7%,0,0%-2%
13740,New Jersey,Red Bank Borough School District,1649,0.2550200819969177,0.5013793110847473,37%-63%,0.2962326407432556,25%-34%,0.03152977675199509,1%-5%,0.0775558203458786,2%-13%,0.04244996979832649,1%-8%,0.3080655038356781,22%-40%
13750,New Jersey,Red Bank Regional School District,3744,0.11303462088108063,0.261542946100235,20%-33%,0.25546494126319885,23%-28%,0.018639972433447838,1%-3%,0.03855140134692192,1%-7%,0.023771367967128754,1%-4%,0.13568376004695892,9%-18%
13770,New Jersey,Ridgefield Borough School District,1733,0.14741036295890808,0.14822547137737274,8%-22%,0.40480273962020874,34%-47%,0.036153845489025116,2%-6%,0.031583838164806366,0%-6%,0.017888056114315987,0%-3%,0.06116560846567154,2%-10%
13800,New Jersey,Ridgefield Park Township School District,2188,0.11822178959846497,0.30814236402511597,22%-40%,0.2998354732990265,26%-34%,0.03591682389378548,2%-5%,0.03217455744743347,0%-7%,0.01691042073071003,0%-3%,0.0799817219376564,2%-14%
13830,New Jersey,Ridgewood Village School District,6358,0.03297637403011322,0.13310867547988892,9%-17%,0.19133542478084564,17%-21%,0.014153772033751011,0%-2%,0.007681291550397873,0%-2%,0.013368983753025532,0%-2%,0.02060396410524845,1%-3%
13860,New Jersey,Ringwood Borough School District,2145,0.03874415531754494,0.049504950642585754,1%-8%,0.21268485486507416,18%-25%,0.002506265649572015,0%-1%,0.004802744369953871,0%-1%,0.028904428705573082,1%-5%,0,0%-2%
13890,New Jersey,River Edge Borough School District,2155,0.042749371379613876,0.16793066263198853,11%-23%,0.26777559518814087,22%-32%,0.014713343232870102,0%-3%,0.03688092902302742,0%-8%,0.020417632535099983,0%-4%,0.05150812119245529,1%-9%
13950,New Jersey,River Vale Township School District,2017,0.02539912983775139,0.10198604315519333,3%-17%,0.1906721591949463,16%-23%,0.004515946842730045,0%-2%,0.0200803205370903,0%-4%,0.026772433891892433,0%-5%,0.007436787243932486,0%-3%
13980,New Jersey,Riverdale Borough School District,474,0.07455012947320938,0.3755364716053009,22%-53%,0.24082474410533905,19%-29%,0.020776379853487015,0%-5%,0,0%-3%,0,0%-4%,0.05907173082232475,0%-16%
14010,New Jersey,Riverside Township School District,1163,0.16680997610092163,0.4226519465446472,30%-55%,0.33077874779701233,28%-38%,0.028457975015044212,1%-5%,0.23874999582767487,13%-35%,0.009458297863602638,0%-3%,0.08942390233278275,2%-16%
14040,New Jersey,Riverton Borough School District,415,0.05305039882659912,0.19346049427986145,10%-29%,0.28650137782096863,23%-34%,0,0%-3%,0.05087719112634659,0%-12%,0.05783132463693619,1%-10%,0,0%-6%
14070,New Jersey,Rochelle Park Township School District,750,0.06043165549635887,0.3795013725757599,21%-55%,0.2695222496986389,20%-33%,0.013045660220086575,0%-4%,0.011201629415154457,0%-4%,0.0560000017285347,1%-11%,0,0%-5%
14100,New Jersey,Rockaway Borough School District,1186,0.07931570708751678,0.328125,14%-51%,0.32927200198173523,25%-41%,0.024969300255179405,0%-5%,0,0%-2%,0.012647555209696293,0%-4%,0.02023608796298504,0%-6%
14130,New Jersey,Rockaway Township School District,3829,0.04739522188901901,0.169671893119812,11%-23%,0.21384696662425995,19%-24%,0.0019171370659023523,0%-1%,0.04941176623106003,1%-9%,0.04204753041267395,2%-6%,0.0031339775305241346,0%-1%
14160,New Jersey,Rockleigh Borough School District,56,0.013698630034923553,0.15094339847564697,0%-41%,0.23076923191547394,0%-63%,0,0%-45%,0,0%-34%,0.01785714365541935,0%-24%,0,0%-43%
14220,New Jersey,Roosevelt Borough School District,125,0.051851850003004074,0.14166666567325592,4%-24%,0.20398010313510895,14%-27%,0,0%-11%,0.030612245202064514,0%-13%,0,0%-14%,0,0%-19%
14250,New Jersey,Roseland Borough School District,871,0.06862745434045792,0.12237761914730072,3%-21%,0.2066621333360672,15%-26%,0.008970525115728378,0%-3%,0,0%-3%,0,0%-3%,0,0%-4%
14280,New Jersey,Roselle Borough School District,3546,0.121841661632061,0.5390572547912598,41%-67%,0.26436129212379456,23%-30%,0.055127523839473724,3%-8%,0.16462759673595428,9%-24%,0.08601240813732147,5%-12%,0.038917090743780136,1%-7%
14310,New Jersey,Roselle Park Borough School District,2233,0.06550618261098862,0.26959848403930664,18%-35%,0.26014912128448486,22%-31%,0.047572243958711624,3%-7%,0.13284865021705627,7%-20%,0.03134796395897865,1%-5%,0.0304523054510355,1%-5%
14340,New Jersey,Roxbury Township School District,3784,0.03965647891163826,0.14955928921699524,10%-20%,0.26321905851364136,23%-29%,0.020413093268871307,1%-3%,0.07533687353134155,0%-15%,0.023255813866853714,1%-4%,0.004228329751640558,0%-2%
14370,New Jersey,Rumson Borough School District,1990,0.03584558889269829,0.09457191079854965,4%-15%,0.2217065393924713,18%-26%,0,0%-2%,0.007968127727508545,0%-2%,0.01809045299887657,0%-4%,0,0%-2%
14400,New Jersey,Rumson-Fair Haven Regional School District,3649,0.03846153989434242,0.1164526715874672,7%-16%,0.20496556162834167,18%-23%,0.0024715769104659557,0%-1%,0.004195804242044687,0%-1%,0.02137571945786476,1%-3%,0,0%-1%
14430,New Jersey,Runnemede Borough School District,1251,0.125,0.37224265933036804,27%-48%,0.28526946902275085,24%-33%,0.01849529705941677,0%-4%,0.034084662795066833,0%-7%,0.03037569858133793,0%-6%,0.04956035315990448,0%-13%
14460,New Jersey,Rutherford Borough School District,2965,0.05746295675635338,0.09628009051084518,5%-14%,0.25460025668144226,22%-29%,0.015209125354886055,1%-3%,0.02287917770445347,1%-4%,0.010792580433189869,0%-2%,0.028667790815234184,0%-6%
14490,New Jersey,Saddle Brook Township School District,1846,0.0633874237537384,0.11662530899047852,5%-18%,0.2990556061267853,25%-35%,0.010426363907754421,0%-2%,0.020923806354403496,0%-5%,0.058504875749349594,1%-10%,0.014084506779909134,0%-5%
14520,New Jersey,Saddle River Borough School District,478,0.045028142631053925,0.07423580437898636,0%-16%,0.15317918360233307,10%-21%,0,0%-2%,0.020942408591508865,0%-7%,0,0%-4%,0,0%-5%
14550,New Jersey,Salem City School District,1100,0.39265212416648865,0.8235908150672913,71%-94%,0.2434210479259491,17%-32%,0.014432989992201328,0%-4%,0.176933154463768,9%-26%,0.14636363089084625,8%-21%,0.015454545617103577,0%-4%
14610,New Jersey,Sandyston-Walpack Township School District,238,0.04065040498971939,0.1569506675004959,8%-24%,0.2261640727519989,17%-28%,0,0%-4%,0.10826210677623749,0%-23%,0,0%-7%,0,0%-10%
14640,New Jersey,Sayreville Borough School District,7233,0.09391771256923676,0.2545984089374542,20%-31%,0.26811468601226807,25%-29%,0.028187837451696396,2%-4%,0.02762831188738346,1%-4%,0.06249135732650757,3%-9%,0.05350476875901222,3%-7%
14670,New Jersey,Scotch Plains-Fanwood Regional School District,5704,0.02320185676217079,0.1452503353357315,9%-20%,0.20184671878814697,18%-22%,0.00691611971706152,0%-1%,0.016944698989391327,0%-3%,0.04751051962375641,3%-7%,0.030855540186166763,1%-5%
14730,New Jersey,Sea Girt Borough School District,195,0.024193547666072845,0.1473684161901474,1%-28%,0.23159509897232056,16%-31%,0,0%-4%,0,0%-8%,0.03076923079788685,0%-11%,0,0%-12%
14760,New Jersey,Sea Isle City School District,143,0.09333333373069763,0.18320611119270325,3%-34%,0.2967914342880249,23%-37%,0,0%-3%,0.02958579920232296,0%-14%,0.20279720425605774,7%-34%,0,0%-17%
14790,New Jersey,Seaside Heights Borough School District,388,0.3684210479259491,0.48456791043281555,6%-91%,0.5192857384681702,38%-66%,0.05742049589753151,0%-12%,0.13078150153160095,0%-30%,0.15721648931503296,0%-35%,0,0%-6%
14820,New Jersey,Seaside Park Borough School District,150,0.1803278625011444,0.4609375,19%-73%,0.2910344898700714,20%-39%,0,0%-3%,0.16417910158634186,0%-42%,0,0%-11%,0,0%-16%
14850,New Jersey,Secaucus Town School District,2430,0.0830124095082283,0.2662592828273773,16%-37%,0.2780170142650604,24%-32%,0.0415923111140728,2%-6%,0.02585487999022007,0%-5%,0.004115226212888956,0%-1%,0.045267488807439804,2%-7%
14880,New Jersey,Shamong Township School District,1277,0.058542411774396896,0.251290887594223,12%-38%,0.22606301307678223,16%-29%,0,0%-2%,0,0%-2%,0.03837118297815323,0%-8%,0,0%-3%
14940,New Jersey,Shore Regional School District,2485,0.07532750815153122,0.14537246525287628,8%-21%,0.2630021572113037,23%-29%,0.0032602252904325724,0%-1%,0.003418803447857499,0%-1%,0.03179074451327324,1%-5%,0,0%-2%
14970,New Jersey,Shrewsbury Borough School District,794,0.0258620698004961,0.1406896561384201,5%-23%,0.18163368105888367,14%-23%,0,0%-2%,0,0%-2%,0.023929471150040627,0%-5%,0,0%-3%
15000,New Jersey,Somerdale Borough School District,576,0.15433403849601746,0.31439393758773804,19%-44%,0.2586658000946045,21%-31%,0.011183597147464752,0%-3%,0.05263157933950424,0%-10%,0.046875,0%-10%,0,0%-6%
15030,New Jersey,Somers Point City School District,1541,0.19073276221752167,0.5966569781303406,44%-76%,0.3763197660446167,33%-42%,0.013910702429711819,0%-3%,0.12206573039293289,3%-22%,0.058403633534908295,2%-9%,0.016872160136699677,0%-5%
15090,New Jersey,Somerville Borough School District,1941,0.09363057464361191,0.16883116960525513,8%-26%,0.31707704067230225,27%-37%,0.044923219829797745,2%-7%,0.0018939394503831863,0%-1%,0.05409582704305649,2%-9%,0.07161257416009903,2%-12%
15120,New Jersey,South Amboy City School District,945,0.1298387050628662,0.25250276923179626,10%-40%,0.26965516805648804,21%-33%,0.0035346096847206354,0%-2%,0.0434534028172493,0%-11%,0.051851850003004074,0%-10%,0,0%-4%
15150,New Jersey,Lake Como Borough School District,213,0.1513761430978775,0.19576719403266907,8%-31%,0.19712525606155396,16%-24%,0.02357836253941059,0%-6%,0.06930693238973618,0%-18%,0.051643192768096924,0%-15%,0.14084507524967194,0%-31%
15180,New Jersey,South Bound Brook Borough School District,683,0.07573150098323822,0.17549167573451996,5%-30%,0.3623538911342621,29%-43%,0.028517110273241997,0%-6%,0,0%-2%,0.035139091312885284,0%-8%,0.032210834324359894,0%-9%
15210,New Jersey,South Brunswick Township School District,9256,0.042450811713933945,0.13547860085964203,10%-17%,0.18671268224716187,17%-21%,0.02117602527141571,1%-3%,0.022733189165592194,1%-4%,0.028954191133379936,1%-4%,0.0278738122433424,1%-4%
15240,New Jersey,South Hackensack Township School District,353,0.15168538689613342,0.3294117748737335,21%-45%,0.35850387811660767,28%-44%,0.005924170836806297,0%-4%,0.07407407462596893,0%-17%,0,0%-5%,0.08215297758579254,0%-18%
15270,New Jersey,South Harrison Township School District,737,0.05586592108011246,0.1830357164144516,10%-27%,0.22302591800689697,17%-27%,0.003944773226976395,0%-3%,0,0%-2%,0.0529172308743,1%-10%,0,0%-3%
15330,New Jersey,South Orange-Maplewood School District,7786,0.052753545343875885,0.22517123818397522,18%-28%,0.21812079846858978,20%-24%,0.02000456303358078,1%-3%,0.045582115650177,2%-8%,0.034934498369693756,2%-5%,0.01772412098944187,0%-3%
15360,New Jersey,South Plainfield Borough School District,3631,0.06237424537539482,0.17894423007965088,13%-23%,0.271560937166214,24%-30%,0.023806491866707802,1%-4%,0.04356357827782631,2%-7%,0.03497659042477608,2%-5%,0.005783530883491039,0%-2%
15390,New Jersey,South River Borough School District,2615,0.1467030793428421,0.2870994806289673,18%-39%,0.2995990812778473,26%-34%,0.03577817603945732,1%-6%,0.06670168042182922,3%-11%,0.018738050013780594,0%-4%,0.10210324823856354,2%-19%
15420,New Jersey,Southampton Township School District,1052,0.06630581617355347,0.2332301288843155,12%-35%,0.28319814801216125,24%-33%,0.006027987226843834,0%-2%,0.0901467502117157,0%-19%,0.04087452590465546,0%-9%,0,0%-4%
15450,New Jersey,Delsea Regional High School School District,3154,0.06016713008284569,0.2571428716182709,19%-32%,0.2519487738609314,22%-28%,0.019190654158592224,1%-3%,0.07240143418312073,3%-12%,0.06499683111906052,3%-10%,0.03360811620950699,0%-7%
15480,New Jersey,Southern Regional School District,4749,0.13057103753089905,0.2649633288383484,19%-34%,0.28455743193626404,26%-31%,0.009644705802202225,0%-2%,0.032614149153232574,0%-7%,0.06548747420310974,4%-9%,0.014108233153820038,0%-3%
15510,New Jersey,Sparta Township School District,3823,0.02508455514907837,0.09667330235242844,6%-13%,0.2502056062221527,22%-28%,0.007048727944493294,0%-1%,0.0058139534667134285,0%-2%,0.039759352803230286,2%-6%,0.003662045579403639,0%-1%
15540,New Jersey,Spotswood Borough School District,1625,0.0702875405550003,0.155927836894989,9%-22%,0.2657094895839691,23%-30%,0.01041173655539751,0%-2%,0.0047846888191998005,0%-2%,0.04246153682470322,1%-7%,0.005538461729884148,0%-3%
15570,New Jersey,Spring Lake Borough School District,521,0.09545454382896423,0.3287671208381653,12%-54%,0.2038753181695938,9%-31%,0,0%-2%,0,0%-4%,0.02303262986242771,0%-6%,0,0%-5%
15600,New Jersey,Spring Lake Heights Borough School District,536,0.06690777838230133,0.08974359184503555,0%-19%,0.2457558661699295,17%-33%,0,0%-1%,0,0%-3%,0.013059701770544052,0%-5%,0,0%-4%
15630,New Jersey,Springfield Township School District,2371,0.03658536449074745,0.15639810264110565,9%-22%,0.22348444163799286,18%-26%,0.012191623449325562,0%-2%,0.0033984705805778503,0%-1%,0.05904681608080864,2%-10%,0.09405314177274704,2%-16%
15660,New Jersey,Springfield Township School District,606,0.08843537420034409,0.3527272641658783,12%-59%,0.28009259700775146,22%-34%,0.005597014911472797,0%-3%,0.07793764770030975,0%-18%,0.021452145650982857,0%-4%,0.028052804991602898,0%-7%
15690,New Jersey,Stafford Township School District,4423,0.10924040526151657,0.26632651686668396,18%-35%,0.28333714604377747,25%-31%,0.010447905398905277,0%-2%,0.03365730866789818,0%-8%,0.0630793571472168,3%-9%,0.01514808926731348,0%-3%
15720,New Jersey,Stanhope Borough School District,739,0.05431310087442398,0.39259257912635803,22%-56%,0.31587472558021545,25%-39%,0,0%-2%,0.09048724174499512,0%-19%,0.04871447756886482,1%-9%,0,0%-3%
15750,New Jersey,Stillwater Township School District,532,0.0779661014676094,0.28985506296157837,5%-53%,0.23333333432674408,17%-29%,0.04726027324795723,1%-9%,0.18518517911434174,2%-35%,0,0%-3%,0,0%-5%
15810,New Jersey,Stone Harbor Borough School District,77,0.046875,0.027027027681469917,0%-9%,0.30687829852104187,22%-40%,0,0%-6%,0.025316456332802773,0%-25%,0,0%-22%,0,0%-31%
15840,New Jersey,Stow Creek Township School District,128,0.12056737393140793,0.30434781312942505,17%-44%,0.22645290195941925,18%-28%,0.0072115384973585606,0%-7%,0.16860465705394745,2%-32%,0.0234375,0%-12%,0,0%-19%
15870,New Jersey,Stratford Borough School District,1095,0.1004016101360321,0.16888433694839478,10%-23%,0.25155362486839294,21%-29%,0.011503067798912525,0%-3%,0.028901733458042145,0%-6%,0.09406393021345139,5%-14%,0.00913241971284151,0%-4%
15900,New Jersey,Summit City School District,4605,0.029794376343488693,0.14032258093357086,9%-19%,0.22908367216587067,19%-26%,0.018936920911073685,1%-3%,0.02986043505370617,0%-6%,0.019326819106936455,1%-3%,0.01064060814678669,0%-2%
15960,New Jersey,Sussex-Wantage Regional School District,2112,0.06919155269861221,0.22997543215751648,14%-32%,0.3098445534706116,27%-35%,0.005905927158892155,0%-2%,0.013457943685352802,0%-2%,0.03314393758773804,0%-6%,0.02083333395421505,0%-4%
15990,New Jersey,Swedesboro-Woolwich School District,3354,0.04392922669649124,0.18860244750976562,13%-25%,0.2594229280948639,23%-29%,0.010214504785835743,0%-2%,0.022247446700930595,0%-4%,0.003279666183516383,0%-1%,0.005366726312786341,0%-2%
16020,New Jersey,Tabernacle Township School District,1127,0.0384138785302639,0.3013834059238434,9%-51%,0.24079976975917816,19%-29%,0.002120441058650613,0%-2%,0.07455853372812271,0%-17%,0.06566105037927628,1%-12%,0,0%-3%
16080,New Jersey,Teaneck Township School District,7151,0.07678167521953583,0.260849267244339,18%-34%,0.23718397319316864,21%-26%,0.025956489145755768,1%-4%,0.03570680692791939,1%-6%,0.018039435148239136,0%-3%,0.014683261513710022,0%-3%
16110,New Jersey,Tenafly Borough School District,4005,0.048853710293769836,0.05613937973976135,2%-9%,0.23169416189193726,18%-28%,0.02456521801650524,0%-5%,0,0%-1%,0.014481897465884686,0%-3%,0.062421973794698715,2%-11%
16170,New Jersey,Tewksbury Township School District,1073,0.02124645933508873,0.08396226167678833,0%-16%,0.3352699875831604,23%-44%,0,0%-2%,0.019440123811364174,0%-6%,0.01677539572119713,0%-5%,0,0%-3%
16200,New Jersey,Tinton Falls Borough School District,2683,0.06553245335817337,0.33170732855796814,27%-40%,0.28443050384521484,24%-33%,0.0003460207663010806,0%-1%,0.014891823753714561,0%-3%,0.029071934521198273,1%-5%,0.006336190737783909,0%-2%
16230,New Jersey,Toms River Regional School District,17245,0.09639371931552887,0.2981764078140259,26%-33%,0.3040381968021393,29%-32%,0.01402992382645607,1%-2%,0.05883361026644707,4%-8%,0.061409104615449905,5%-8%,0.00922006368637085,0%-2%
16260,New Jersey,Totowa Borough School District,1420,0.10440613329410553,0.2370753288269043,12%-35%,0.3093301057815552,26%-36%,0,0%-1%,0,0%-2%,0.101408451795578,4%-16%,0,0%-3%
16290,New Jersey,Trenton City School District,15437,0.3233143091201782,0.6482598781585693,60%-69%,0.2889210283756256,26%-31%,0.044012993574142456,4%-5%,0.30137869715690613,26%-35%,0.0626417025923729,4%-8%,0.16330893337726593,13%-19%
16320,New Jersey,Tuckerton Borough School District,422,0.14855071902275085,0.12637363374233246,0%-28%,0.3219628930091858,24%-41%,0,0%-2%,0.04658384993672371,0%-12%,0.12796208262443542,0%-30%,0,0%-6%
16350,New Jersey,Union Beach Borough School District,892,0.13272543251514435,0.264748215675354,10%-43%,0.3061148524284363,21%-40%,0.04754358157515526,0%-10%,0.05396565794944763,0%-11%,0.060538116842508316,0%-13%,0.03811659291386604,0%-14%
16380,New Jersey,Union City School District,10946,0.2760888934135437,0.5216982364654541,49%-56%,0.3293728232383728,31%-35%,0.12225121259689331,11%-14%,0.15247906744480133,12%-18%,0.051434315741062164,4%-7%,0.18874475359916687,16%-22%
16440,New Jersey,Union Township School District,762,0.017738359048962593,0.14222222566604614,1%-27%,0.21520912647247314,16%-27%,0,0%-2%,0.010810811072587967,0%-4%,0.04593176022171974,0%-10%,0.011811023578047752,0%-5%
16470,New Jersey,Barnegat Township School District,3523,0.11848476529121399,0.25952813029289246,16%-36%,0.3192483186721802,28%-36%,0.02558084949851036,1%-4%,0.0762481689453125,1%-15%,0.030655691400170326,1%-5%,0.014760147780179977,0%-4%
16500,New Jersey,Union Township School District,7809,0.06221821531653404,0.2930936813354492,25%-34%,0.25318777561187744,24%-27%,0.016698496416211128,1%-2%,0.053792569786310196,3%-8%,0.037008579820394516,2%-5%,0.03854526951909065,2%-6%
16530,New Jersey,Upper Deerfield Township School District,1343,0.16143497824668884,0.37475913763046265,20%-55%,0.21015650033950806,15%-27%,0.017391303554177284,0%-4%,0.28021979331970215,14%-42%,0.028294863179326057,0%-6%,0,0%-3%
16560,New Jersey,Upper Freehold Regional School District,1421,0.0345040038228035,0.11837048083543777,6%-18%,0.26575809717178345,22%-31%,0.011624254286289215,0%-3%,0.034853920340538025,0%-8%,0.052076004445552826,2%-9%,0,0%-2%
16590,New Jersey,Upper Pittsgrove Township School District,589,0.1119544580578804,0.2495344579219818,9%-41%,0.18226002156734467,13%-24%,0.0181818176060915,0%-5%,0.17521367967128754,5%-30%,0.0407470278441906,0%-9%,0,0%-4%
16620,New Jersey,Upper Saddle River Borough School District,1986,0.024070022627711296,0.06556473672389984,1%-12%,0.33410733938217163,26%-41%,0.032626427710056305,0%-6%,0.043460093438625336,0%-9%,0.029707955196499825,0%-7%,0.009566969238221645,0%-3%
16650,New Jersey,Upper Township School District,1962,0.06663326919078827,0.169411763548851,10%-24%,0.28024065494537354,24%-32%,0.003155901562422514,0%-1%,0.04786597564816475,2%-8%,0.04128440469503403,1%-7%,0,0%-2%
16680,New Jersey,Ventnor City School District,1046,0.17262829840183258,0.5232558250427246,35%-69%,0.49803677201271057,42%-57%,0.016205910593271255,0%-3%,0.20520581305027008,4%-37%,0.02772466465830803,0%-5%,0.050669215619564056,1%-9%
16710,New Jersey,Vernon Township School District,3417,0.0477815717458725,0.20538611710071564,14%-27%,0.2882051169872284,26%-32%,0.0038305004127323627,0%-1%,0.0378563292324543,2%-6%,0.04887327924370766,3%-7%,0,0%-1%
16740,New Jersey,Verona Borough School District,2165,0.07158736884593964,0.06080402061343193,1%-11%,0.18139003217220306,15%-21%,0.010587295517325401,0%-2%,0,0%-1%,0.05404157191514969,2%-9%,0.008775981143116951,0%-3%
16800,New Jersey,Vineland City School District,9651,0.18561109900474548,0.49788084626197815,44%-56%,0.2583789825439453,23%-28%,0.04300610348582268,3%-6%,0.15378110110759735,11%-20%,0.05242979899048805,3%-7%,0.0704590231180191,4%-10%
16830,New Jersey,Voorhees Township School District,4547,0.05700325593352318,0.16589637100696564,11%-23%,0.25768303871154785,23%-29%,0.018389113247394562,1%-3%,0.0010160880628973246,0%-1%,0.04684407263994217,3%-7%,0.04552452266216278,1%-8%
